                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,train/object_reliability_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,val/object_reliability_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2,p2/P3_gate_direction_loss,    p2/P3_ir_win_recall,p2/P3_object_balanced_loss,p2/P3_object_calibrated_loss,p2/P3_object_hard_winner_loss,p2/P3_object_prompt_accuracy,p2/P3_object_prompt_correlation,p2/P3_object_prompt_mae,p2/P3_object_prompt_rgb, p2/P3_object_rank_loss,p2/P3_object_target_rgb,p2/P3_prompt_residual_gain,   p2/P3_rgb_win_recall,p2/P4_gate_direction_loss,    p2/P4_ir_win_recall,p2/P4_object_balanced_loss,p2/P4_object_calibrated_loss,p2/P4_object_hard_winner_loss,p2/P4_object_prompt_accuracy,p2/P4_object_prompt_correlation,p2/P4_object_prompt_mae,p2/P4_object_prompt_rgb, p2/P4_object_rank_loss,p2/P4_object_target_rgb,p2/P4_prompt_residual_gain,   p2/P4_rgb_win_recall,p2/P5_gate_direction_loss,    p2/P5_ir_win_recall,p2/P5_object_balanced_loss,p2/P5_object_calibrated_loss,p2/P5_object_hard_winner_loss,p2/P5_object_prompt_accuracy,p2/P5_object_prompt_correlation,p2/P5_object_prompt_mae,p2/P5_object_prompt_rgb, p2/P5_object_rank_loss,p2/P5_object_target_rgb,   p2/P5_rgb_win_recall,p2/object_cross_scale_consistency,p2/object_gate_raw_loss,p2/object_prompt_raw_loss,  p2/teacher_ir_quality,p2/teacher_relative_margin, p2/teacher_rgb_quality,p2/teacher_rgb_win_rate, p2/teacher_ir_win_rate,p2/teacher_majority_baseline,p2/object_reliability_warmup_factor
                     89,                0.62134,                0.37112,                 1.3359,                 0.0897,                0.83285,                0.83799,                0.86952,                 0.7243,                0.65576,                0.39983,                   1.47,                0.09847,               0.001288,               0.001288,               0.001288,                      0,                0.69633,                0.68594,                0.67183,                 0.5053,                0.68539,                0.42843,                0.19019,                0.44619,                0.54779,                0.41323,               0.097599,                0.65659,                      0,                0.68582,                0.67977,                0.66667,                0.47992,                0.68882,                0.45868,                0.19601,                0.44983,                0.52683,                0.41323,              -0.014633,                0.69671,                      0,                0.68611,                0.69003,                  0.678,                0.47205,                0.69829,                0.45576,                0.20044,                0.44653,                0.52545,                0.41323,                0.73039,               0.015011,                      0,                0.77129,                0.57726,                0.31581,                0.47765,                0.27518,                0.72482,                0.72482,                      1
                     90,                0.61793,                0.36861,                 1.3324,                0.08928,                0.83207,                 0.8391,                0.86933,                0.72403,                0.65577,                0.39997,                 1.4703,                0.09847,               0.001189,               0.001189,               0.001189,                      0,                0.70084,                0.68725,                  0.675,                0.50013,                0.68771,                0.42647,                0.18907,                0.44233,                0.55621,                0.41296,               0.096534,                0.65205,                      0,                0.69201,                0.67953,                0.66839,                0.47247,                0.69182,                0.46035,                0.19415,                0.44473,                 0.5359,                0.41296,              -0.014639,                0.69133,                      0,                0.69234,                0.69005,                0.68002,                0.46514,                0.70078,                0.45673,                0.19904,                0.44163,                0.53857,                0.41296,                0.72371,               0.014973,                      0,                0.76496,                0.58554,                0.31351,                0.48708,                0.26905,                0.73095,                0.73095,                      1
                     91,                0.62328,                0.37018,                 1.3316,                 0.0891,                0.83035,                0.84282,                0.86914,                 0.7243,                0.65574,                0.40009,                 1.4703,                0.09846,                0.00109,                0.00109,                0.00109,                      0,                0.69323,                0.68543,                0.67571,                 0.4964,                0.68458,                0.42771,                0.19065,                0.44515,                0.54954,                0.41351,               0.096456,                0.66113,                      0,                0.68687,                0.68051,                0.67005,                0.47549,                0.68942,                0.45612,                0.19598,                0.44756,                0.53476,                0.41351,              -0.014125,                0.69632,                      0,                0.68754,                0.68972,                0.68062,                0.46737,                0.69848,                0.45453,                 0.1999,                0.44547,                0.53777,                0.41351,                0.72811,                0.01514,                      0,                0.76414,                0.58326,                0.31167,                0.48493,                0.26951,                0.73049,                0.73049,                      1
                     92,                0.62061,                0.36854,                 1.3271,                0.08878,                0.82987,                0.84195,                0.86885,                0.72418,                0.65574,                0.40015,                 1.4707,                0.09846,               0.000991,               0.000991,               0.000991,                      0,                 0.7026,                0.68493,                0.67238,                0.49607,                0.68957,                0.43325,                0.19008,                0.44128,                0.54646,                0.41138,               0.097067,                0.65393,                      0,                0.69238,                0.67822,                0.66627,                0.47266,                0.69225,                0.46301,                0.19555,                0.44323,                0.52783,                0.41138,              -0.013762,                0.69188,                      0,                0.69155,                0.68883,                0.67791,                0.46678,                0.69987,                0.46022,                0.19997,                0.44131,                0.53487,                0.41138,                0.72263,                0.01506,                      0,                0.76189,                0.58466,                0.31665,                0.48415,                0.26776,                0.73224,                0.73224,                      1
                     93,                0.61731,                0.36642,                 1.3338,                0.08885,                0.83079,                0.84077,                0.86852,                0.72417,                0.65581,                0.40026,                 1.4709,                0.09845,               0.000892,               0.000892,               0.000892,                      0,                0.69135,                0.68656,                0.67493,                0.49831,                0.68373,                0.43114,                0.19081,                0.44792,                0.54313,                0.41435,               0.096971,                0.66372,                      0,                0.68418,                0.68008,                0.66973,                0.47191,                0.68855,                0.46203,                0.19701,                0.45052,                0.52234,                0.41435,              -0.013714,                0.70003,                      0,                0.68446,                0.69059,                0.68099,                0.46524,                0.69637,                0.45778,                0.20093,                0.44595,                0.52718,                0.41435,                 0.7276,               0.015109,                      0,                0.76372,                0.57933,                0.31171,                0.48219,                0.27607,                0.72393,                0.72393,                      1
                     94,                0.61299,                0.36256,                 1.3323,                0.08843,                0.83222,                0.83825,                0.86848,                0.72385,                0.65577,                0.40026,                 1.4713,                0.09844,               0.000793,               0.000793,               0.000793,                      0,                0.69584,                0.68306,                0.67022,                 0.4958,                 0.6861,                0.43683,                0.19018,                0.44453,                0.54357,                0.41164,               0.096924,                0.65983,                      0,                0.68889,                0.67571,                0.66321,                0.46984,                0.69162,                 0.4698,                 0.1948,                0.44768,                0.52468,                0.41164,              -0.013334,                0.69898,                      0,                 0.6867,                0.68462,                0.67391,                0.46288,                0.69911,                0.46693,                0.19903,                0.44406,                0.52558,                0.41164,                0.73261,               0.014972,                      0,                0.75934,                0.57992,                0.31764,                0.47861,                0.27041,                0.72959,                0.72959,                      1
                     95,                0.61107,                0.36113,                 1.3297,                0.08861,                0.83278,                0.83737,                0.86845,                0.72396,                0.65583,                0.40026,                 1.4715,                0.09843,               0.000694,               0.000694,               0.000694,                      0,                  0.697,                0.68363,                0.67049,                0.49758,                0.68599,                0.43619,                0.18911,                0.44186,                0.53885,                0.41145,                0.09707,                0.65565,                      0,                0.69047,                0.67565,                0.66317,                0.47306,                0.69149,                0.46579,                0.19374,                0.44326,                0.52026,                0.41145,              -0.013161,                0.69431,                      0,                0.69189,                0.68807,                0.67679,                0.46515,                 0.7004,                0.46119,                0.19923,                 0.4399,                0.52358,                0.41145,                 0.7239,               0.015043,                      0,                0.76214,                 0.5835,                0.31605,                0.48212,                0.26612,                0.73388,                0.73388,                      1
                     96,                0.60904,                 0.3606,                 1.3268,                0.08909,                0.83062,                0.83863,                0.86853,                0.72429,                0.65583,                0.40041,                 1.4718,                0.09842,               0.000595,               0.000595,               0.000595,                      0,                0.70033,                0.68539,                 0.6713,                0.49904,                0.68706,                0.43191,                0.18951,                0.44046,                 0.5457,                0.41014,               0.097204,                 0.6507,                      0,                0.69404,                0.67809,                  0.664,                0.47565,                0.69375,                0.46341,                 0.1941,                0.44251,                0.53128,                0.41014,              -0.012922,                0.69298,                      0,                0.69341,                0.68828,                0.67557,                0.46954,                0.70091,                0.45924,                0.19819,                0.43959,                0.53699,                0.41014,                0.72146,               0.015121,                      0,                0.76487,                0.58458,                0.31508,                0.48153,                0.26732,                0.73268,                0.73268,                      1
                     97,                0.61074,                0.35998,                  1.323,                  0.089,                0.83118,                0.83737,                0.86856,                0.72419,                0.65591,                0.40063,                 1.4721,                0.09843,               0.000496,               0.000496,               0.000496,                      0,                0.69788,                0.68615,                0.67375,                0.49946,                0.68662,                0.42962,                0.18926,                0.44415,                0.54586,                0.41356,                0.09703,                0.65655,                      0,                0.68901,                0.67916,                 0.6673,                0.47279,                0.69112,                0.46263,                0.19501,                0.44708,                0.52754,                0.41356,              -0.013113,                0.69677,                      0,                0.68598,                0.69067,                0.68054,                0.46515,                0.69807,                0.45825,                0.20062,                 0.4444,                0.53058,                0.41356,                0.73037,               0.015194,                      0,                0.76435,                0.58191,                 0.3133,                0.48369,                0.27234,                0.72766,                0.72766,                      1
                     98,                0.60794,                0.35714,                 1.3311,                0.08867,                0.83117,                  0.837,                0.86829,                0.72429,                0.65595,                0.40068,                 1.4724,                0.09842,               0.000397,               0.000397,               0.000397,                      0,                0.69801,                0.68558,                0.67334,                0.49656,                0.68877,                0.43357,                0.19035,                  0.444,                0.54185,                0.41277,               0.096601,                0.66396,                      0,                0.69216,                0.67815,                0.66677,                0.47264,                0.69463,                0.46141,                0.19533,                0.44607,                0.52419,                0.41277,              -0.013119,                0.70127,                      0,                0.69635,                0.68895,                 0.6789,                 0.4639,                0.70543,                0.45949,                0.20047,                0.44136,                0.52688,                0.41277,                0.72981,               0.014635,                      0,                0.76198,                0.58392,                0.31632,                0.48444,                0.27141,                0.72859,                0.72859,                      1
                     99,                0.60909,                0.35877,                 1.3273,                0.08899,                0.83448,                 0.8348,                0.86805,                0.72417,                0.65592,                 0.4007,                 1.4727,                0.09841,               0.000298,               0.000298,               0.000298,                      0,                0.70142,                0.68586,                0.67255,                0.49733,                0.68781,                0.43357,                0.18876,                0.44011,                0.55228,                0.40986,               0.096464,                0.65032,                      0,                0.69638,                0.67788,                0.66442,                  0.472,                0.69425,                0.46705,                0.19319,                0.44128,                 0.5376,                0.40986,              -0.012898,                0.68838,                      0,                 0.6948,                0.68951,                0.67707,                0.46629,                0.70166,                 0.4614,                0.19817,                0.43906,                0.54415,                0.40986,                0.72055,               0.014783,                      0,                0.76227,                0.58592,                0.31741,                0.48333,                0.26625,                0.73375,                0.73375,                      1
                    100,                0.60714,                0.35584,                 1.3232,                0.08836,                0.83399,                 0.8346,                0.86753,                0.72399,                0.65601,                0.40078,                 1.4731,                 0.0984,               0.000199,               0.000199,               0.000199,                      0,                 0.6965,                0.68548,                0.67421,                0.49349,                0.68806,                0.43382,                0.19045,                0.44569,                0.54761,                0.41353,               0.096359,                0.66557,                      0,                0.69126,                 0.6778,                 0.6669,                0.46709,                0.69387,                0.46572,                 0.1954,                0.44716,                 0.5305,                0.41353,              -0.013039,                0.70081,                      0,                0.69436,                0.68728,                0.67812,                0.45926,                0.70399,                0.46188,                0.20001,                0.44172,                 0.5347,                0.41353,                0.72967,               0.014874,                      0,                0.75743,                0.58326,                0.31341,                0.48516,                0.27275,                0.72725,                0.72725,                      1
